browser,browser_version,roster_size,repetition,phase,status,final_count,unique_stable_ids,duplicate_stable_ids,exact_identity_set,receiver_rows_accepted,receiver_preparation_ms,receiver_persistence_ms,protocol_completion_latency_ms,observed_wall_time_ms,error_class,error_message
firefox,151.0,1000,14,measurement,pass,1000,1000,0,true,1000,11,337,351,3429,,
firefox,151.0,1000,15,measurement,pass,1000,1000,0,true,1000,9,323,335,3321,,
firefox,151.0,1000,16,measurement,pass,1000,1000,0,true,1000,9,298,311,3269,,
firefox,151.0,1000,17,measurement,pass,1000,1000,0,true,1000,10,311,322,3260,,
firefox,151.0,1000,18,measurement,pass,1000,1000,0,true,1000,10,318,331,3269,,
firefox,151.0,1000,19,measurement,pass,1000,1000,0,true,1000,10,337,350,3322,,
firefox,151.0,1000,20,measurement,pass,1000,1000,0,true,1000,11,257,271,3292,,
firefox,151.0,1000,21,measurement,pass,1000,1000,0,true,1000,12,408,423,3500,,
firefox,151.0,1000,22,measurement,pass,1000,1000,0,true,1000,15,345,364,3519,,
firefox,151.0,1000,23,measurement,pass,1000,1000,0,true,1000,12,348,364,3717,,
firefox,151.0,1000,24,measurement,pass,1000,1000,0,true,1000,17,352,371,3461,,
firefox,151.0,1000,25,measurement,pass,1000,1000,0,true,1000,16,298,320,3624,,
firefox,151.0,1000,26,measurement,pass,1000,1000,0,true,1000,15,313,336,3468,,
firefox,151.0,1000,27,measurement,pass,1000,1000,0,true,1000,14,372,389,3717,,
firefox,151.0,1000,28,measurement,pass,1000,1000,0,true,1000,12,422,437,3653,,
firefox,151.0,1000,29,measurement,pass,1000,1000,0,true,1000,15,318,335,3627,,
firefox,151.0,1000,30,measurement,pass,1000,1000,0,true,1000,16,382,401,3816,,
webkit,26.5,50,1,warmup,pass,50,50,0,true,50,2,1016,1024,10065,,
webkit,26.5,50,1,measurement,pass,50,50,0,true,50,2,959,971,11626,,
webkit,26.5,50,2,measurement,pass,50,50,0,true,50,2,1032,1054,12183,,
webkit,26.5,50,3,measurement,pass,50,50,0,true,50,3,952,969,14574,,
webkit,26.5,50,4,measurement,pass,50,50,0,true,50,2,999,1012,5422,,
webkit,26.5,50,5,measurement,pass,50,50,0,true,50,2,984,1005,11347,,
webkit,26.5,50,6,measurement,pass,50,50,0,true,50,2,981,996,11402,,
webkit,26.5,50,7,measurement,pass,50,50,0,true,50,2,951,961,10821,,
webkit,26.5,50,8,measurement,pass,50,50,0,true,50,1,965,973,7543,,
webkit,26.5,50,9,measurement,pass,50,50,0,true,50,2,963,980,13421,,
webkit,26.5,50,10,measurement,pass,50,50,0,true,50,2,936,945,8148,,
webkit,26.5,50,11,measurement,pass,50,50,0,true,50,3,952,968,7999,,
webkit,26.5,50,12,measurement,pass,50,50,0,true,50,2,983,998,11401,,
webkit,26.5,50,13,measurement,pass,50,50,0,true,50,2,973,994,7935,,
webkit,26.5,50,14,measurement,pass,50,50,0,true,50,3,1017,1028,11596,,
webkit,26.5,50,15,measurement,pass,50,50,0,true,50,2,974,983,7974,,
webkit,26.5,50,16,measurement,pass,50,50,0,true,50,2,1028,1041,11348,,
webkit,26.5,50,17,measurement,pass,50,50,0,true,50,2,972,994,11781,,
webkit,26.5,50,18,measurement,pass,50,50,0,true,50,2,1194,1207,5523,,
webkit,26.5,50,19,measurement,pass,50,50,0,true,50,2,1182,1193,8529,,
webkit,26.5,50,20,measurement,pass,50,50,0,true,50,3,1042,1060,11620,,
webkit,26.5,50,21,measurement,pass,50,50,0,true,50,2,1175,1194,14930,,
webkit,26.5,50,22,measurement,pass,50,50,0,true,50,2,1008,1024,5848,,
webkit,26.5,50,23,measurement,pass,50,50,0,true,50,3,1000,1019,11709,,
webkit,26.5,50,24,measurement,pass,50,50,0,true,50,3,1044,1067,12213,,
webkit,26.5,50,25,measurement,pass,50,50,0,true,50,3,1141,1153,14172,,
webkit,26.5,50,26,measurement,pass,50,50,0,true,50,2,1187,1198,12826,,
webkit,26.5,50,27,measurement,pass,50,50,0,true,50,3,1045,1064,8913,,
webkit,26.5,50,28,measurement,pass,50,50,0,true,50,3,1138,1154,13259,,
webkit,26.5,50,29,measurement,pass,50,50,0,true,50,6,1216,1237,10173,,
webkit,26.5,50,30,measurement,pass,50,50,0,true,50,4,1207,1232,18253,,
